bibcode,abstract,author,doi,pub,title,year,citation_count,source
2025SSRv..221...87P,"The study of caves as natural analogs offers a unique and promising approach to understanding the diverse and extreme environments found throughout the Solar System. Both terrestrial and extraterrestrial caves provide valuable insights into subsurface conditions that may support life, offer shelter and enable resource utilization in the context of space exploration. These environments, protected from surface hazards such as radiation, temperature extremes, and micrometeorite impacts, serve as models for assessing how future missions might establish sustainable habitats on other planetary bodies. Earth's caves, as isolated ecosystems, have long been studied to better understand life in extreme conditions, microbial survival, and the potential for resource extraction. Similarly, caves on the Moon and Mars present analogous environments that could offer protection and environmental stability for future human missions. By examining caves as proxies for extraterrestrial exploration, we gain insights into the feasibility of long-term human presence, the potential for astrobiological discoveries, strategies to overcome the challenges of space settlement, and cave-specific research methodologies. This paper explores the role of caves in studying the Solar System, their potential as analogs for planetary exploration, and their implications for future space missions and the search for life beyond Earth.","['Pacelli, C.', 'Cassaro, A.', 'Zinzi, A.']",['10.1007/s11214-025-01214-1'],Space Science Reviews,"['Unlocking the Potential of Caves in the Solar System: Targets for Life Detection, Deep-Space Exploration, and Human Outpost']",2025,1,cites_2014IJAsB..13...81P
2025JGRE..13008675D,"Several missions to Venus have recently been selected for launch, opening a new era for the exploration of the planet. A key question these missions seek to address is whether Venus is geologically active today. Detecting active volcanism on Venus would contribute to a better understanding of volcanic and atmospheric processes on Earth. The Analogs for VENus' GEologically Recent Surfaces (AVENGERS) initiative provides a comparative framework for the identification and analysis of terrestrial analog sites relevant to recent and possibly ongoing volcanic activity on Venus. Although this review focuses on terrestrial analogs for Venus exploration, the AVENGERS initiative also includes investigations that use Venus and Earth as analogs to better understand the evolution of terrestrial exoplanets. In addition, the AVENGERS initiative facilitates international collaboration by connecting Venus mission teams with the broader planetary and exoplanetary science communities. This review describes the scientific context of AVENGERS, details the selection criteria for terrestrial analog sites, and summarizes a set of suitable locations. Methodological approaches in analog studies that support the interpretation of Venus observations are also discussed.","[""D'Incecco, P."", 'Filiberto, J.', 'Garvin, J. B.', 'Arney, G. N.', 'Getty, S. A.', 'Kohler, E.', 'Zelenyi, L. M.', 'Zasova, L. V.', 'Korablev, O. I.', 'Ivanov, M. A.', 'Head, J. W.', 'Gorinov, D. A.', 'Bhattacharya, S.', 'Bhiravarasu, S. S.', 'Putrevu, D.', 'López, I.', 'Ghail, R.', 'Mason, P.', 'Brossier, J.', 'Monaco, C.', 'Branca, S.', 'Corsaro, R. A.', 'Trang, D.', 'Crandall, J. R.', 'Mari, N.', 'Blackett, M.', 'Komatsu, G.', 'Kosenkova, A.', 'Flynn, I.', 'Aveni, S.', 'Lang, N.', 'Thomson, B. J.', 'Pagano, I.', 'Cassisi, S.', 'Eggers, G.', 'Ernst, R. E.', 'El Bilali, H.', 'Kremic, T.', 'Lustig-Yaeger, J.', 'Izenberg, N.', 'Bruzzone, L.', 'El Yazidi, M.', 'Ferroni, E.', 'Coero Borga, D.', 'Badia, C.', 'Parisini, S.', 'Fiasconaro, G.', 'Cussini, S.', 'Dolci, M.', 'Brocato, E.', 'Gallardo i Peres, G.', 'Davidova, N.', 'Kane, S.', 'Ostberg, C.', 'Ortega-Ramos, V.', 'Di Achille, G.']",['10.1029/2024JE008675'],Journal of Geophysical Research (Planets),"['The ""Analogs for VENus\' GEologically Recent Surfaces"" (AVENGERS) Initiative: Using Terrestrial Analogs to Study Recent Volcano-Tectonic Activity on Venus and Inform the Characterization of Terrestrial Exoplanets']",2025,3,cites_2014IJAsB..13...81P
2020IJAsB..19...78P,"This paper highlights unique sites in Ladakh, India, investigated during our 2016 multidisciplinary pathfinding expedition to the region. We summarize our scientific findings and the site's potential to support science exploration, testing of new technologies and science protocols within the framework of astrobiology research. Ladakh has several accessible, diverse, pristine and extreme environments at very high altitudes (3000-5700 m above sea level). These sites include glacial passes, sand dunes, hot springs and saline lake shorelines with periglacial features. We report geological observations and environmental characteristics (of astrobiological significance) along with the development of regolith-landform maps for cold high passes. The effects of the diurnal water cycle on salt deliquescence were studied using the ExoMars Mission instrument mockup: HabitAbility: Brines, Irradiance and Temperature (HABIT). It recorded the existence of an interaction between the diurnal water cycle in the atmosphere and salts in the soil (which can serve as habitable liquid water reservoirs). Life detection assays were also tested to establish the best protocols for biomass measurements in brines, periglacial ice-mud and permafrost melt water environments in the Tso-Kar region. This campaign helped confirm the relevance of clays and brines as interest targets of research on Mars for biomarker preservation and life detection.","['Pandey, Siddharth', 'Clarke, Jonathan', 'Nema, Preeti', 'Bonaccorsi, Rosalba', 'Som, Sanjoy', 'Sharma, Mukund', 'Phartiyal, Binita', 'Rajamani, Sudha', 'Mogul, Rakesh', 'Martin-Torres, Javier', 'Vaishampayan, Parag', 'Blank, Jennifer', 'Steller, Luke', 'Srivastava, Anushree', 'Singh, Randheer', 'McGuirk, Savannah', 'Zorzano, María-Paz', 'Güttler, Johannes Milan', 'Mendaza, Teresa', 'Soria-Salinas, Alvaro', 'Ahmad, Shamim', 'Ansari, Arif', 'Singh, Veeru Kant', 'Mungi, Chaitanya', 'Bapat, Niraja']",['10.1017/S1473550419000119'],International Journal of Astrobiology,"['Ladakh: diverse, high-altitude extreme environments for off-earth analogue and astrobiology research']",2020,19,cites_2014IJAsB..13...81P
2016AdSpR..58.1117M,"Saturn's moon Enceladus offers a unique opportunity in the search for life and habitable environments beyond Earth, a key theme of the National Research Council's 2013-2022 Decadal Survey. A plume of water vapor and ice spews from Enceladus's south polar region. Cassini data suggest that this plume, sourced by a liquid reservoir beneath the moon's icy crust, contain organics, salts, and water-rock interaction derivatives. Thus, the ingredients for life as we know it - liquid water, chemistry, and energy sources - are available in Enceladus's subsurface ocean. We have only to sample the plumes to investigate this hidden ocean environment. We present a New Frontiers class, solar-powered Enceladus orbiter that would take advantage of this opportunity, Testing the Habitability of Enceladus's Ocean (THEO). Developed by the 2015 Jet Propulsion Laboratory Planetary Science Summer School student participants under the guidance of TeamX, this mission concept includes remote sensing and in situ analyses with a mass spectrometer, a sub-mm radiometer-spectrometer, a camera, and two magnetometers. These instruments were selected to address four key questions for ascertaining the habitability of Enceladus's ocean within the context of the moon's geological activity: (1) how are the plumes and ocean connected? (2) are the abiotic conditions of the ocean suitable for habitability? (3) how stable is the ocean environment? (4) is there evidence of biological processes? By taking advantage of the opportunity Enceladus's plumes offer, THEO represents a viable, solar-powered option for exploring a potentially habitable ocean world of the outer solar system.","['MacKenzie, Shannon M.', 'Caswell, Tess E.', 'Phillips-Lander, Charity M.', 'Stavros, E. Natasha', 'Hofgartner, Jason D.', 'Sun, Vivian Z.', 'Powell, Kathryn E.', 'Steuer, Casey J.', ""O'Rourke, Joseph G."", 'Dhaliwal, Jasmeet K.', 'Leung, Cecilia W. S.', 'Petro, Elaine M.', 'Wynne, J. Judson', 'Phan, Samson', 'Crismani, Matteo', 'Krishnamurthy, Akshata', 'John, Kristen K.', 'DeBruin, Kevin', 'Budney, Charles J.', 'Mitchell, Karl L.']","['10.1016/j.asr.2016.05.037', '10.48550/arXiv.1605.00579']",Advances in Space Research,"[""THEO concept mission: Testing the Habitability of Enceladus's Ocean""]",2016,13,cites_2014IJAsB..13...81P
2019AcSpA.212..262O,"We tested the potential of Raman microspectroscopy to determine carotenoid pigments - both primary (lutein, beta-carotene) and secondary (astaxanthin) carotenoids - in the different species and life-cycle stages of snow algae from the order Chlamydomonadales (Chlorophyta). We compared the performance of Raman spectrometry to a reference method of biological pigment analysis, high-performance liquid chromatography (HPLC). The three main carotenoid Raman bands of the astaxanthin-rich red cysts were located at 1520, 1156 and 1006 cm<SUP>-1</SUP>. The shifts (orange aplanozygotes and green motile cells with flagella) in the position of the ν<SUB>1</SUB>(Cdbnd C) Raman band of the polyenic chain is consistent with the expected changes in the ratios of the various carotenoid pigments. Flagellated green cells commonly contain lutein as a major carotenoid, together with minor amounts of β-carotene and varying amounts of antheraxanthin, violaxanthin and neoxanthin. Aplanozygotes contain mixtures of both primary and secondary carotenoids. In most cases, the ν<SUB>1</SUB>(Cdbnd C) band is an overlapping set of bands, which is due to the signal of all carotenoid pigments in the sample, and a deconvolution along with the band position shifts (mainly ν<SUB>1</SUB>) could be used to characterize the mixture of carotenoids. However, the ability of Raman spectroscopy to discriminate between structurally slightly differing carotenoid pigments or several carotenoids in an admixture in an unknown biological system remains limited.","['Osterrothová, Kateřina', 'Culka, Adam', 'Němečková, Kateřina', 'Kaftan, David', 'Nedbalová, Linda', 'Procházková, Lenka', 'Jehlička, Jan']",['10.1016/j.saa.2019.01.013'],Spectrochimica Acta Part A: Molecular Spectroscopy,['Analyzing carotenoids of snow algae by Raman microspectroscopy and high-performance liquid chromatography'],2019,23,cites_2014IJAsB..13...81P
2019NatSR...910676V,"Microbial communities have not been studied using molecular approaches at high elevations on the African continent. Here we describe the diversity of microbial communities from ice and periglacial soils from near the summit of Mt. Kilimanjaro by using both Illumina and Sanger sequencing of 16S and 18S rRNA genes. Ice and periglacial soils contain unexpectedly diverse and rich assemblages of Bacteria and Eukarya indicating that there may be high rates of dispersal to the top of this tropical mountain and/or that the habitat is more conducive to microbial life than was previously thought. Most bacterial OTUs are cosmopolitan and an analysis of isolation by geographic distance patterns of the genus Polaromonas emphasized the importance of global Aeolian transport in the assembly of bacterial communities on Kilimanjaro. The eukaryotic communities were less diverse than the bacterial communities and showed more evidence of dispersal limitations and apparent endemism. Cercozoa dominated the 18S communities, including a high abundance of testate amoebae and a high diversity of endemic OTUs within the Vampyrellida. These results argue for more intense study of this unique high-elevation ""island of the cryosphere"" before the glaciers of Kilimanjaro disappear forever.","['Vimercati, Lara', 'Darcy, John L.', 'Schmidt, Steve K.']",['10.1038/s41598-019-46521-0'],Scientific Reports,['The disappearing periglacial ecosystem atop Mt. Kilimanjaro supports both cosmopolitan and endemic microbial communities'],2019,21,cites_2014IJAsB..13...81P
2016FEMMR..40..722M,,"['Moissl-Eichinger, Christine', 'Cockell, Charles', 'Rettberg, Petra']",['10.1093/femsre/fuw015'],FEMS Microbiology Reviews,['Venturing into new realms? Microorganisms in space'],2016,29,cites_2014IJAsB..13...81P
2020Life...10....2P,"The deep bedrock surroundings are an analog for extraterrestrial habitats for life. In this study, we investigated microbial life within anoxic ultradeep boreholes in Precambrian bedrock, including the adaptation to environmental conditions and lifestyle of these organisms. Samples were collected from Pyhäsalmi mine environment in central Finland and from geothermal drilling wells in Otaniemi, Espoo, in southern Finland. Microbial communities inhabiting the up to 4.4 km deep bedrock were characterized with phylogenetic marker gene (16S rRNA genes and fungal ITS region) amplicon and DNA and cDNA metagenomic sequencing. Functional marker genes (dsrB, mcrA, narG) were quantified with qPCR. Results showed that although crystalline bedrock provides very limited substrates for life, the microbial communities are diverse. Gammaproteobacterial phylotypes were most dominant in both studied sites. Alkanindiges -affiliating OTU was dominating in Pyhäsalmi fluids, while different depths of Otaniemi samples were dominated by Pseudomonas. One of the most common OTUs detected from Otaniemi could only be classified to phylum level, highlighting the uncharacterized nature of the deep biosphere in bedrock. Chemoheterotrophy, fermentation and nitrogen cycling are potentially significant metabolisms in these ultradeep environments. To conclude, this study provides information on microbial ecology of low biomass, carbon-depleted and energy-deprived deep subsurface environment. This information is useful in the prospect of finding life in other planetary bodies.","['Purkamo, Lotta', 'Kietäväinen, Riikka', 'Nuppunen-Puputti, Maija', 'Bomberg, Malin', 'Cousins, Claire']",['10.3390/life10010002'],Life,['Ultradeep Microbial Communities at 4.4 km within Crystalline Bedrock: Implications for Habitability in a Planetary Context'],2020,21,cites_2014IJAsB..13...81P
2022PLoSO..1772209K,"A fundamental challenge in human missions to Mars is producing consumable foods efficiently with the in situ resources such as soil, water, nutrients and solar radiation available on Mars. The low nutrient content of martian soil and high salinity of water render them unfit for direct use for propagating food crops on Mars. It is therefore essential to develop strategies to enhance nutrient content in Mars soil and to desalinate briny water for long-term missions on Mars. We report simple and efficient strategies for treating basaltic regolith simulant soil and briny water simulant for suitable resources for growing plants. We show that alfalfa plants grow well in a nutrient-limited basaltic regolith simulant soil and that the alfalfa biomass can be used as a biofertilizer to sustain growth and production of turnip, radish and lettuce in the basaltic regolith simulant soil. Moreover, we show that marine cyanobacterium Synechococcus sp. PCC 7002 effectively desalinates the briny water simulant, and that desalination can be further enhanced by filtration through basalt-type volcanic rocks. Our findings indicate that it is possible to grow food crops with alfalfa treated basaltic regolith martian soil as a substratum watered with biodesalinated water.","['Kasiviswanathan, Pooja', 'Swanner, Elizabeth D.', 'Halverson, Larry J.', 'Vijayapalani, Paramasivan']",['10.1371/journal.pone.0272209'],PLoS ONE,['Farming on Mars: Treatment of basaltic regolith soil and briny water simulants sustains plant growth'],2022,24,cites_2014IJAsB..13...81P
2018ISMEJ..12.1414S,"The Kryos Basin is a deep-sea hypersaline anoxic basin (DHAB) located in the Eastern Mediterranean Sea (34.98°N 22.04°E). It is filled with brine of re-dissolved Messinian evaporites and is nearly saturated with MgCl2-equivalents, which makes this habitat extremely challenging for life. The strong density difference between the anoxic brine and the overlying oxic Mediterranean seawater impedes mixing, giving rise to a narrow chemocline. Here, we investigate the microbial community structure and activities across the seawater-brine interface using a combined biogeochemical, next-generation sequencing, and lipid biomarker approach. Within the interface, we detected fatty acids that were distinctly 13C-enriched when compared to other fatty acids. These likely originated from sulfide-oxidizing bacteria that fix carbon via the reverse tricarboxylic acid cycle. In the lower part of the interface, we also measured elevated rates of methane oxidation, probably mediated by aerobic methanotrophs under micro-oxic conditions. Sulfate reduction rates increased across the interface and were highest within the brine, providing first evidence that sulfate reducers (likely Desulfovermiculus and Desulfobacula) thrive in the Kryos Basin at a water activity of only ~0.4 Aw. Our results demonstrate that a highly specialized microbial community in the Kryos Basin has adapted to the poly-extreme conditions of a DHAB with nearly saturated MgCl2 brine, extending the known environmental range where microbial life can persist.","['Steinle, Lea', 'Knittel, Katrin', 'Felber, Nicole', 'Casalino, Claudia', 'de Lange, Gert', 'Tessarolo, Chiara', 'Stadnitskaia, Alina', 'Sinninghe Damsté, Jaap S.', 'Zopfi, Jakob', 'Lehmann, Moritz F.', 'Treude, Tina', 'Niemann, Helge']",['10.1038/s41396-018-0107-z'],The ISME Journal,['Life on the edge: active microbial communities in the Kryos MgCl2-brine basin at very low water activity'],2018,25,cites_2014IJAsB..13...81P
2014IJAsB..13..366R,"There is increasing evidence that Mars may have once been a habitable environment. Gypsum is targeted in the search for Martian biosignatures because it can host extensive cryptoendolithic communities in extreme terrestrial environments and is widespread on Mars. In this study the viability of using different spectroscopy-based techniques to identify the presence of gypsum endolithic communities was investigated by analysing various cryptoendoliths collected from the Lake St. Martin impact crater (LSM), a Mars analogue site found in Manitoba, Canada. Concurrently, the cryptoendolithic microbial community structure present was also analysed to aid in assigning spectroscopic features to microbial community members. Two main morphologies of endolithic communities were collected from gypsum deposits at LSM: true cryptoendolithic communities and annular deposits on partially buried boulders and cobbles &lt;1 cm below the soil surface. Endolithic communities were found to be visibly present only in gypsum with a high degree of translucency and could occur as deep as 3 cm below the exterior surface. The bacterial community was dominated by a phylum (Chloroflexi) that has not been previously observed in gypsum endoliths. The exterior surfaces of gypsum boulders and cobbles are devoid of spectroscopic features attributable to organic molecules and detectable by reflectance, Raman, or ultraviolet-induced fluorescence spectroscopies. However, exposed interior surfaces show unique endolithic signatures detectable by each spectroscopic technique. This indicates that cryptoendolithic communities can be detected via spectroscopy-based techniques, provided they are either partially or fully exposed and enough photon-target interactions occur to enable detection.","['Rhind, T.', 'Ronholm, J.', 'Berg, B.', 'Mann, P.', 'Applin, D.', 'Stromberg, J.', 'Sharma, R.', 'Whyte, L. G.', 'Cloutis, E. A.']",['10.1017/S1473550414000378'],International Journal of Astrobiology,"['Gypsum-hosted endolithic communities of the Lake St. Martin impact structure, Manitoba, Canada: spectroscopic detectability and implications for Mars']",2014,13,cites_2014IJAsB..13...81P
2024P&SS..24905943K,"Terrestrial analogue sites have been crucial for studying Martian geology and mineralogy, integrating the direct evidence available from Mars through remote sensing and in situ measurements carried out by the instruments on board robotic missions. Studying readily available and accessible terrestrial analogues of Martian fossil or extant environments is considered the most efficient way to answer crucial scientific questions. These analogues offer opportunities to collect a range of geological and microbiological data. The Makgadikgadi Basin (MKB) in Botswana is one of such environments hosting a system of salt pans presenting striking similarities with Mars playa deposits. The MKB presents layered mounds, relict fan deltas with inverted channels, polygonal structures and evaporitic crusts harboring communities of extremophiles. The present-day MKB is predominantly fed by groundwater and local precipitations in an overall arid to semi-arid climate, characterized by high UV radiation and salinity, deposition of evaporitic minerals and authigenic clays. The shallow subsurface of the MKB pans is covered by diagenetic features (duricrusts) including silcretes and calcretes. These pans can serve as test beds for the physical and chemical characteristics of playa deposits on Mars and help improve our understanding of the conditions that might support life outside our planet.","['Kahsay, Trhas Hadush', 'Asrat, Asfawossen', 'Franchi, Fulvio']",['10.1016/j.pss.2024.105943'],Planetary and Space Science,"['The astrobiological potential of the Makgadikgadi Basin, Botswana: Field analogue for planetary exploration']",2024,1,cites_2014IJAsB..13...81P
2022AsBio..22..914M,"Capillary electrophoresis (CE) is a promising liquid-based technique for in situ chemical analysis on ocean worlds that allows the detection of a wide range of organic molecules relevant to the search for life. CE coupled with mass spectrometry (MS) is particularly valuable as it also enables the discovery of unknown compounds. Here we demonstrate that CE coupled to MS via electrospray ionization (ESI) can readily analyze samples containing up to half the saturation levels of salts relevant to ocean worlds when using 5 M acetic acid as the separation media. A mixture containing amino acids, peptides, nucleobases, and nucleosides was analyzed in the presence of two salts, NaCl and MgSO<SUB>4</SUB>, based on their relevance to Europa and Enceladus. We demonstrate here CE-MS limits of detection for these organics ranging from 0.05 to 1 μM (8 to 89 ppb) in the absence of salts. More importantly, we demonstrate here for the first time that organics in the low micromolar range (1-50 μM) are detected by CE-MS in the presence of 3 M NaCl without desalting, preconcentration, or derivatization. This demonstration highlights how CE-MS is uniquely suited for organic analysis on future missions to ocean worlds.","['Mora, Maria F.', 'Kok, Miranda G. M.', 'Noell, Aaron', 'Willis, Peter A.']",['10.1089/ast.2021.0091'],Astrobiology,['Detection of Biosignatures by Capillary Electrophoresis Mass Spectrometry in the Presence of Salts Relevant to Ocean Worlds Missions'],2022,14,cites_2014IJAsB..13...81P
2025BAAA...66...31A,"The ability of our species to explore the cosmos has expanded exponentially in the last 100 years, along with the possibility of searching for evidence or signs of life beyond Earth, on other planetary bodies. This is how astrobiology began to take shape over the last few decades as a field of science specifically dedicated to studying the origin, evolution, and distribution of life in the universe. In Argentina, astrobiology has developed slowly, in line with the predominant themes of the time in the field worldwide, which began with SETI (``Search for Extraterrestrial Intelligence'') and later expanded into other areas such as planetary habitability studies. On the other hand, work in this field implies conducting interdisciplinary research, which adds distinctive value. In line with this, the Argentinian Research Unit in Astrobiology was established several years ago, based on collaborative interdisciplinary work involving and integrating various scientific fields such as astronomy, biology, and geology, among others. Additionally, it is an inter-institutional associative structure, as it involves researchers from different areas of knowledge, as well as from various institutes and science and technology organizations in Argentina, along with international collaborators. In this article, I will provide a brief overview of the research in this field carried out by our Research Unit.","['Abrevaya, X. C.']",,Boletin de la Asociacion Argentina de Astronomia La Plata Argentina,['El Núcleo Argentino de Investigación en Astrobiología: integrando la Astronomía con diversas áreas de la ciencia para la búsqueda de vida en el universo'],2025,0,cites_2014IJAsB..13...81P
